Rule 28:
If parent ?a, then child ?b.
Charles I of England, Henrietta of England has parent Charles I of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philippa of Guelders, Antoine Duke of Lorraine has parent Philippa of Guelders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Teresa Cybo Malaspina Duchess of Massa has child Maria Beatrice d Este Duchess of Massa, Maria Beatrice d Este Duchess of Massa has parent Maria Teresa Cybo Malaspina Duchess of Massa. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adelaide of Burgundy Duchess of Brabant, Marie of Brabant Queen of France has parent Adelaide of Burgundy Duchess of Brabant. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Gerberga of M con, Otto William Count of Burgundy has parent Gerberga of M con. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of the Palatinate has child Isabella Duchess of Lorraine, Isabella Duchess of Lorraine has parent Margaret of the Palatinate. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Matilda of Ringelheim, Gerberga of Saxony has parent Matilda of Ringelheim. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Avesnes, Peter I Duke of Bourbon has parent Mary of Avesnes. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mary of Avesnes, James I Count of La Marche has parent Mary of Avesnes. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Robert II Duke of Burgundy has child Odo IV Duke of Burgundy, Odo IV Duke of Burgundy has parent Robert II Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Peter of Courtenay Lord of Conches, Amicie de Courtenay has parent Peter of Courtenay Lord of Conches. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Reginar II Count of Hainaut, Reginar III Count of Hainaut has parent Reginar II Count of Hainaut. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Artois, Philip III of Navarre has parent Margaret of Artois. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Empress Jos phine has child Hortense de Beauharnais, Hortense de Beauharnais has parent Empress Jos phine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Rudolf II Count of Habsburg, Albert IV Count of Habsburg has parent Rudolf II Count of Habsburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Arnulf Count of Holland has child Dirk III Count of Holland, Dirk III Count of Holland has parent Arnulf Count of Holland. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of England has child Arthur II Duke of Brittany, Arthur II Duke of Brittany has parent Beatrice of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Beatrice of England has child Marie of Brittany Countess of Saint Pol, Marie of Brittany Countess of Saint Pol has parent Beatrice of England. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Theobald III Count of Champagne, Theobald I of Navarre has parent Theobald III Count of Champagne. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Cosimo I de Medici Grand Duke of Tuscany has child Francesco I de Medici Grand Duke of Tuscany, Francesco I de Medici Grand Duke of Tuscany has parent Cosimo I de Medici Grand Duke of Tuscany. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Ingegerd Olofsdotter of Sweden has child Anne of Kiev, Anne of Kiev has parent Ingegerd Olofsdotter of Sweden. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Maria Salviati, Cosimo I de Medici Grand Duke of Tuscany has parent Maria Salviati. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Maurienne, Philip of France 1116 1131 has parent Adelaide of Maurienne. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adelaide of Maurienne has child Louis VII of France, Louis VII of France has parent Adelaide of Maurienne. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
John Count of Angoul me, Charles Count of Angoul me has parent John Count of Angoul me. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonsina Orsini, Lorenzo de Medici Duke of Urbino has parent Alfonsina Orsini. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joanna of Flanders, John IV Duke of Brittany has parent Joanna of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Baldwin II Margrave of Flanders, Arnulf I Count of Flanders has parent Baldwin II Margrave of Flanders. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Margaret of Bourbon 1438 1483 has child Louise of Savoy, Louise of Savoy has parent Margaret of Bourbon 1438 1483. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis XVI has child Marie Th r se of France, Marie Th r se of France has parent Louis XVI. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis XVI, Louis XVII has parent Louis XVI. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Marie Jeanne Baptiste of Savoy Nemours, Victor Amadeus II of Sardinia has parent Marie Jeanne Baptiste of Savoy Nemours. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Maria Theresa of Spain has child Louis Dauphin of France son of Louis XIV, Louis Dauphin of France son of Louis XIV has parent Maria Theresa of Spain. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Matilda of Bavaria Margravine of Meissen, Elisabeth of Meissen has parent Matilda of Bavaria Margravine of Meissen. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
 thelhelm,  lffl d wife of Edward the Elder has parent  thelhelm. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Alfonso XI of Castile has child Henry II of Castile, Henry II of Castile has parent Alfonso XI of Castile. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Humphrey de Bohun 7th Earl of Hereford, Mary de Bohun has parent Humphrey de Bohun 7th Earl of Hereford. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Marie of France Countess of Champagne, Theobald III Count of Champagne has parent Marie of France Countess of Champagne. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Elisabeth of France 1602 1644 has child Maria Theresa of Spain, Maria Theresa of Spain has parent Elisabeth of France 1602 1644. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
George Louis I Count of Erbach Erbach, Countess Sophia Albertine of Erbach Erbach has parent George Louis I Count of Erbach Erbach. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Eleanor of Portugal Holy Roman Empress, Maximilian I Holy Roman Emperor has parent Eleanor of Portugal Holy Roman Empress. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis Bonaparte has child Napoleon III, Napoleon III has parent Louis Bonaparte. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Afonso V of Portugal, John II of Portugal has parent Afonso V of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Garsenda Countess of Forcalquier, Ramon Berenguer IV Count of Provence has parent Garsenda Countess of Forcalquier. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Willa of Tuscany has child Rozala of Italy, Rozala of Italy has parent Willa of Tuscany. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Adelaide of Leuven, Matthias I Duke of Lorraine has parent Adelaide of Leuven. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Albert Azzo II Margrave of Milan, Welf I Duke of Bavaria has parent Albert Azzo II Margrave of Milan. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bivin of Gorze, Richard Duke of Burgundy has parent Bivin of Gorze. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Frederick III Duke of Lorraine has child Theobald II Duke of Lorraine, Theobald II Duke of Lorraine has parent Frederick III Duke of Lorraine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charlotte of Savoy, Charles VIII of France has parent Charlotte of Savoy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
In s de Castro, Beatrice of Portugal died 1381 has parent In s de Castro. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Joanna of Austria Grand Duchess of Tuscany, Marie de Medici has parent Joanna of Austria Grand Duchess of Tuscany. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Empress Matilda has child Henry II of England, Henry II of England has parent Empress Matilda. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles V Holy Roman Emperor, Philip II of Spain has parent Charles V Holy Roman Emperor. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philip the Bold, John the Fearless has parent Philip the Bold. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Afonso II of Portugal has child Afonso III of Portugal, Afonso III of Portugal has parent Afonso II of Portugal. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
William IV Count of Ponthieu, Marie Countess of Ponthieu has parent William IV Count of Ponthieu. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Mastino II della Scala, Beatrice Regina della Scala has parent Mastino II della Scala. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Philippa Countess of Toulouse, William X Duke of Aquitaine has parent Philippa Countess of Toulouse. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis VI of France has child Robert I Count of Dreux, Robert I Count of Dreux has parent Louis VI of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis VI of France, Louis VII of France has parent Louis VI of France. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bernab  Visconti, Taddea Visconti has parent Bernab  Visconti. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
John II of Aragon has child Ferdinand II of Aragon, Ferdinand II of Aragon has parent John II of Aragon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Elizabeth Mure, Robert III of Scotland has parent Elizabeth Mure. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Adalbert of Italy, Otto William Count of Burgundy has parent Adalbert of Italy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Estrid of the Obotrites, Ingegerd Olofsdotter of Sweden has parent Estrid of the Obotrites. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Dangereuse de l Isle Bouchard, A nor de Ch tellerault has parent Dangereuse de l Isle Bouchard. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Louis I Duke of Orl ans has child John Count of Angoul me, John Count of Angoul me has parent Louis I Duke of Orl ans. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Louis Count of  vreux has child Joan of  vreux, Joan of  vreux has parent Louis Count of  vreux. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Berengar II of Italy has child Rozala of Italy, Rozala of Italy has parent Berengar II of Italy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Clemence of Austria, Clementia of Hungary has parent Clemence of Austria. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Bertrade of Montfort has child Fulk King of Jerusalem, Fulk King of Jerusalem has parent Bertrade of Montfort. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Odo III Duke of Burgundy has child Hugh IV Duke of Burgundy, Hugh IV Duke of Burgundy has parent Odo III Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Henry the Middle Duke of Brunswic L neburg, Ernest I Duke of Brunswic L neburg has parent Henry the Middle Duke of Brunswic L neburg. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Ramon Berenguer II Count of Barcelona, Ramon Berenguer III Count of Barcelona has parent Ramon Berenguer II Count of Barcelona. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
William X Duke of Aquitaine, Eleanor of Aquitaine has parent William X Duke of Aquitaine. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Hugh II Duke of Burgundy has child Odo II Duke of Burgundy, Odo II Duke of Burgundy has parent Hugh II Duke of Burgundy. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: yes
Charles I Duke of Bourbon, Margaret of Bourbon 1438 1483 has parent Charles I Duke of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
Charles I Duke of Bourbon, Isabella of Bourbon has parent Charles I Duke of Bourbon. [VALID] The path is classified as POSITIVE (PCA Confidence 0.6544 >= threshold 0.5) Answer: no
