Rule 9:
If parent ?b, then predecessor ?b.
Godfrey I Count of Louvain, Godfrey I Count of Louvain has parent Verdun. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IX Duke of Bavaria, Henry IX Duke of Bavaria has parent Welf I Duke of Bavaria. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Margaret Countess of Anjou, Margaret Countess of Anjou has parent Charles II of Naples. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh Count of Burgundy, Hugh Count of Burgundy has parent John Count of Chalon. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Beatriz Pereira de Alvim, Beatriz Pereira de Alvim has parent Nuno  lvares Pereira. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Giovanni di Bicci de Medici, Giovanni di Bicci de Medici has parent Averardo de Medici. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Benedicta Henrietta of the Palatinate, Benedicta Henrietta of the Palatinate has parent Anne Gonzaga. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Hugh II Duke of Burgundy, Hugh II Duke of Burgundy has parent Sibylla of Burgundy Duchess of Burgundy. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Anne of Austria, Anne of Austria has parent Philip III of Spain. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Fran oise Marie de Bourbon, Fran oise Marie de Bourbon has parent Fran oise Ath na s de Rochechouart Marquise de Montespan. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Henry IV of England has predecessor John of Gaunt, Henry IV of England has parent John of Gaunt. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: yes
Antoine of Navarre, Antoine of Navarre has parent Fran oise d Alen on. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no
Louis IV of France, Louis IV of France has parent Charles the Simple. [VALID] The path is classified as NEGATIVE (PCA Confidence 0.4812 < threshold 0.5) Answer: no

Rule Statistics:
- PCA Confidence: 0.4812
- Rule Classification: NEGATIVE (PCA Confidence 0.4812 < threshold 0.5)
- Standard Confidence: 0.1216
- Head Coverage: 0.3212
